#,What is your Ethereum address? ,Which Aavegotchi ID would you like to receive your XP?,Response Type,Start Date (UTC),Stage Date (UTC),Submit Date (UTC),Network ID,Tags
36da2byswaynuhoe36da2by6gni86oop,0xDc1Fb858860Cc646F967aBD876AE5f5e2B206358,9338,completed,2024-04-22 20:55:30,,2024-04-22 20:55:50,ceb4c339f8,
2i5x6n28zau6juryfz52i5x6n27vqa42,0xA4D505c676bE114CcAC3fb3185abb4029F8E3740,8069,completed,2024-04-22 20:53:13,,2024-04-22 20:53:44,ceb4c339f8,
5fkm13nmt2a6azo5fkm2qbq5awu6tggs,0xABe44Ca97713943dEf531f737862d6ccd881CcF2,8069,completed,2024-04-22 20:52:23,,2024-04-22 20:52:48,ceb4c339f8,
2j11nearvkd6449th16qn2j11duqtth0,0x6E5c75C55b929375fd34aEd12C898397D5Ed31F2,8069,completed,2024-04-22 20:51:29,,2024-04-22 20:51:56,ceb4c339f8,
t71mzuyj1jq3bzhc0s2t71mzxr5jpp6l,0x0818ce774301B621A263440fa8e7F060b534D323,13774,completed,2024-04-22 20:48:21,,2024-04-22 20:48:47,ceb4c339f8,
nxr2i1j5wrdo7i9fr0t8avw24nxr2i1j,0xB608adD381A1D76a287D4Aa6D18027e92cbdd30E,13774,completed,2024-04-22 20:47:27,,2024-04-22 20:47:49,ceb4c339f8,
iaj34zdgzch8vwsy6zfw1iaj34zd2lld,0x57dC856be9B18601ddeB1087890AaF902eFd6d96,13774,completed,2024-04-22 20:46:29,,2024-04-22 20:47:03,ceb4c339f8,
a62w69qz9xkbq8xtbxrl5a62w69qzp19,0x3493720323261Add5aEa17cf7D0E177452395B2B,14734,completed,2024-04-22 20:36:02,,2024-04-22 20:36:28,ceb4c339f8,
o5nx33bku5j4u8q19o5noo1107nwbukv,0xe921675B6e9FD74cf8987356c95Ce7F3523c12e9,14734,completed,2024-04-22 20:35:13,,2024-04-22 20:35:31,ceb4c339f8,
82ok5gc57xta1jnuq82ok5gc7o20de2a,0xc437fd1dF3E2A1cA51a725c7a889806D36dB7885,14734,completed,2024-04-22 20:34:08,,2024-04-22 20:34:36,ceb4c339f8,
9mjqijkkw4tai9mjq6zudffaasq2pyu6,0x7b6662098716924b9CA2df64f79C7e385316FC21,17848,completed,2024-04-22 20:32:25,,2024-04-22 20:32:43,ceb4c339f8,
6mj868b0hr7jj4lllgxv6mj86wv18q25,0xF2CfC37A6B8655E90b2B317e7d8712dF7935203D,17848,completed,2024-04-22 20:31:29,,2024-04-22 20:31:47,ceb4c339f8,
cfbvaoctts6icfb1682swr997hld7hff,0xB0BbC2927921b4A7EDA5be774E011D87DABa52aB,17848,completed,2024-04-22 20:30:24,,2024-04-22 20:30:46,ceb4c339f8,
0zzccz00223eaj1z6tudr00zzcc5k0zp,0x1660c92FC1314e0A9A813f9e1578F794a29A8c47,7689,completed,2024-04-22 20:28:03,,2024-04-22 20:28:26,ceb4c339f8,
9q5lsh4z7ne9ct9q5vfmwfkdfkcnk6p5,0x78fC1B1b4CF9596621d7990b52e32c83B17A9866,7689,completed,2024-04-22 20:27:07,,2024-04-22 20:27:22,ceb4c339f8,
id98k9m9ulmso0gv9lhdi7iid98knzfc,0xeDBf594514fb29BE963dCD22c906C57636B2A39d,7689,completed,2024-04-22 20:25:59,,2024-04-22 20:26:20,ceb4c339f8,
zmlmlozfqe5b3oziovp9zmlmlozdvgaq,0x187D9a7628883b867D11F37e463B71335F5Af32e,11872,completed,2024-04-22 20:21:32,,2024-04-22 20:21:52,ceb4c339f8,
ftrtplenbchenowzw62ugfftrtpl5y65,0xFB4eD6e83311cAa7605F4a264bADc88Fd64fcF3f,11872,completed,2024-04-22 20:20:23,,2024-04-22 20:20:53,ceb4c339f8,
7dx6d4gyhkr1oydz7dx67xpr5z07wtzy,0x5AdA99319D2E2e20692cb729f954E603a18A0a63,11872,completed,2024-04-22 20:19:19,,2024-04-22 20:19:45,ceb4c339f8,
sxsf3hqp7h68asxsf3ngc9pu08ipchkx,0xA5643D9B4A2049d578a690269Dbc13426b352672,13741,completed,2024-04-22 17:53:08,,2024-04-22 19:06:11,ba57335cef,
lylz1z2klyb9sckglylz0h59jqq08yzw,0x5D5CC66fc2f3829c399E47F7B71A5be4918a8851,24711,completed,2024-04-22 17:36:10,,2024-04-22 17:37:00,1fe1448fca,
peoimnur8g5sstlr3peoim53nac0010i,0xa25F89cc3Fc7B6B3F1275136D715B6f66e9D9083,18650,completed,2024-04-22 07:10:13,,2024-04-22 07:11:27,16d796b22b,
9eox108sear69eoxx7hk0x0dwge4xwqt,0x40F9d5be519C5AF1a44cACB35c9D5A39B1522D8F,7895,completed,2024-04-21 22:53:45,,2024-04-21 22:54:23,8bc341e99e,
fztzgglksxzjy1myfztzgglen9xy5dy5,0xB8867D93feA6842316C050b401285e57fFca4e59,8863,completed,2024-04-21 22:53:15,,2024-04-21 22:53:27,8bc341e99e,
aljasj4d91bp2kyi4aljasjl1f4slsqh,0xee5cDa91E4DdCde24D44daFd74BEd4Ba068f8ac2,8863,completed,2024-04-21 22:52:35,,2024-04-21 22:52:57,8bc341e99e,
6odryegig1umbvz6y936k6odryegg66l,0x180f207F8747a966EC94277a69610162D7FA3FF1,8863,completed,2024-04-21 22:51:44,,2024-04-21 22:52:23,8bc341e99e,
hp6q9kxgsdkiwrvhp6g7rca2jyuh4snq,0xdC12a60d22D556ced025Ad468536F457DFDC8797,13425,completed,2024-04-21 16:54:33,,2024-04-21 16:54:48,8fb943da98,
55yponbfqyect1555rr887lnv92pb6mn,0x4502eEAA125eb06ff525Bfcacdb5483e9678693D,13425,completed,2024-04-21 16:53:28,,2024-04-21 16:54:14,8fb943da98,
q8oudq4qpkvqnvmibq8oudq436cza4ym,0xa532F169ceE0e551D4Da641031Ac78fd85461035,23795,completed,2024-04-21 15:25:31,,2024-04-21 15:26:15,91b3e356c2,
ree0ftiao77f3j1w4ree0wfbacek8q9f,0x3d3D9E2f292aB523d2c518813Be4416d1D641621,23132,completed,2024-04-21 14:57:54,,2024-04-21 14:59:25,02e0236a5f,
kvmk6lap54f5mwrs6nqikvmk6lkconx1,0x6fcf9D80e2b597F4B3FA764b5626F573a9Fc93D3,3411,completed,2024-04-21 14:47:01,,2024-04-21 14:48:34,28bb0a7ca5,
ks4hvur6g99s4448ks4ten5b1ap4nxzu,0x2BC7d6b2dEBe7DcDfeFD7117e3B08e0F03Db5c42,0x2BC7d6b2dEBe7DcDfeFD7117e3B08e0F03Db5c42,completed,2024-04-21 14:44:12,,2024-04-21 14:44:56,b2eff3865b,
7oavmbp9dfcnhl07oavm7f7g3mmq124w,0x299290CE28cA275c6522AFdddA5dCeA94A52e542,21152,completed,2024-04-21 09:45:28,,2024-04-21 09:46:13,ceb4c339f8,
y5923wj5u6u2qm6365y5923wj5ys097n,0x6f7A06049186f3b8Be5dc3e4a9029B51Db3B8cA5,21152,completed,2024-04-21 09:44:41,,2024-04-21 09:45:03,ceb4c339f8,
8xxgsx3wfiwaw4ftu8cu8xxgvvdvuiq0,0x9A2a6B06ba5FfF74e66366F5E13Aef2d3f8505D5,21152,completed,2024-04-21 09:42:15,,2024-04-21 09:42:35,ceb4c339f8,
4aunxtmy8r6lyhnculwg4aunxv0y8ltm,0x3437c5948c5AA594D7BDE8aefd87c549c1B24ca0,6233,completed,2024-04-21 09:39:11,,2024-04-21 09:39:35,ceb4c339f8,
zr86ratn4xu2y1z4t4zr86rkyu0fl8my,0xeD5c14D164464Fcb8104827abDA8a9373C44B8F3,6233,completed,2024-04-21 09:37:35,,2024-04-21 09:38:01,ceb4c339f8,
d1ar2lxysso2clji8wfd1ar2lqr03i86,0x7D855f3F4145F59Be4D708312B6C268B9a2D022C,6233,completed,2024-04-21 09:35:23,,2024-04-21 09:36:00,ceb4c339f8,
yee6grodzlgues1yeex1wgypau89eqeg,0xF6D5607094443963D9a84C5C0Ede52a82A073162,1203,completed,2024-04-21 01:43:08,,2024-04-21 01:44:11,863da38434,
0pnlbeju3mkllzbdzb0pnlb5dgtzi9sm,0x85362d4700d2f8d55D1d779b31B837C863aE3C14,1203,completed,2024-04-21 01:30:07,,2024-04-21 01:36:15,863da38434,
jmwz399la9nkejeljji05t3jmwz399lt,0xf48B4C067b4816dbC0A65333E9E81CA6D8a17002,9852,completed,2024-04-20 18:21:31,,2024-04-20 18:23:04,85be45bef5,
8s9j25ftny5ygqpj3li8s9j25f7b9lge,0x870C597d1b52dfc977169778A591F1170B3a2338,6631,completed,2024-04-20 16:19:53,,2024-04-20 16:22:47,cd818d044c,
kfwkxddsd85gt15rkfwkx1owz9b4v2m9,0x246E3e91c8f3dB1326563800D6d28Aa27C7ccF40,13509,completed,2024-04-20 11:00:12,,2024-04-20 11:01:43,933ebb2dd0,
mv1rwsisajxruvj2wko1mv1rwsijzuwb,0x65E24aF71B7b00F922635D8077Ae2D4e4Aa52f8D,23258,completed,2024-04-20 09:57:15,,2024-04-20 09:57:40,ceb4c339f8,
vym2en3nzj320ebhxhvym2espcwrzhy9,0xc4d3848cc3617F383f364a395BCCAa9F31fCE255,23258,completed,2024-04-20 09:56:09,,2024-04-20 09:56:27,ceb4c339f8,
ppi1v8g4oosokw4boikppikdyf1w4kh1,0x1d8Ee972Bb40108Cb22AC43b192df2eA2eeca474,23258,completed,2024-04-20 09:55:06,,2024-04-20 09:55:31,ceb4c339f8,
5vd870wgd5z5k1x8rf5vd870w7440wop,0x2bD5A692146513F1026FDd95DD67E39D27c2A8A2,14174,completed,2024-04-20 09:53:32,,2024-04-20 09:53:49,ceb4c339f8,
vlau38e42lcfmzrzjvlau4z1m4annmbc,0x9F43805958bE276CFE54Dc0c90df6b14d0580eDb,14174,completed,2024-04-20 09:52:33,,2024-04-20 09:53:04,ceb4c339f8,
k8e5kniynqc0wxedkk8e5kn4prqmm1lr,0xc0a05B745b45A5715eBB2443CF849693f74aF03E,14174,completed,2024-04-20 09:51:27,,2024-04-20 09:51:55,ceb4c339f8,
gnyc82x4iug3x14bfy47awgnyc82xpe9,0x493Ab28bfB0CcacE65daaD89C75198E0b8e266e8,7209,completed,2024-04-20 09:45:23,,2024-04-20 09:45:53,ceb4c339f8,
7f84rj8d1t3qgu2ula3zg7f84rjz8lhd,0x0944a437Bf7Eba1F9E592B277FEFb4eA94Ba172d,7209,completed,2024-04-20 09:44:24,,2024-04-20 09:44:58,ceb4c339f8,
lc4pvsudy439c84o7rlc4pwl5shkwx97,0xd70a2c39457b24c98174374598fD32Bf0CC57A9b,7209,completed,2024-04-20 09:43:26,,2024-04-20 09:44:02,ceb4c339f8,
uhl3s1d5k7tfi0hnw7uhl3s1mn5e95tw,0x96Fe6681b5b8bE0C5d6e8EB690ADEc7Ecb0831C9,19937,completed,2024-04-20 06:38:45,,2024-04-20 06:43:34,d632d8f32a,
supfu9yk35osupfu931psyzsjtvwc631,0x478fa4C971a077038B4Fc5C172c3Af5552224ccc,383,completed,2024-04-20 05:37:28,,2024-04-20 05:38:43,71c75e0178,
mss1fwe5cqagkxmss1fos1dburriw5to,0x677975399cbd8aa7BD17A4B87C04Ed07A85978d4,9760,completed,2024-04-20 03:48:59,,2024-04-20 03:51:26,2c1c20a06b,
4y5a85l0yqr62y6dn1mdr4y5a85lt2wj,0x7f57a1F24462A233E9E1f8F5f050aB3bC4b8da8e,383,completed,2024-04-20 02:57:35,,2024-04-20 02:58:34,2659c743a4,
xqh0zn513wz9pamxr4xqh0zndf8bsn4o,0x9deCC84Cc0B18E9C294aeFd2E4C59e8978fd838c,8651,completed,2024-04-20 01:04:29,,2024-04-20 01:04:53,f0b7cc30e3,
za08zf3sjn3nob7sy1cza08z92h87151,0x735194B0FF3d9fCA8561770EBf484eaC90b46647,8651,completed,2024-04-20 01:02:56,,2024-04-20 01:04:13,f0b7cc30e3,
wlebtapo7n8bbe31vl422wlebtaiza68,0xba39C047714B4CA6244Dc433D3AE3924691e0171,14285,completed,2024-04-20 01:01:12,,2024-04-20 01:02:08,4bd908ce88,
g9y2s8ljm6g40f84dktg9y2slpdbbpqd,0x8628D73d3F950ABDE99739EF34B6CfA10394f579,7449,completed,2024-04-20 00:19:24,,2024-04-20 00:20:56,f7509bd136,
291kurvtomyerhm291kuii5shzjz0rt0,0x618C121B12c944c9532fc2C1B5f8Ac06D2E8c16a,9371,completed,2024-04-20 00:11:22,,2024-04-20 00:12:18,ceb4c339f8,
q9g2lveobgr55kauo3cq9g2sqeo0poyr,0xFA2Ac8b28BC80fb193c9C8F3Cc4aFb99AE80F932,9371,completed,2024-04-20 00:05:57,,2024-04-20 00:06:34,ceb4c339f8,
i60enex61czr6j30dfeetvui60enex61,0x2dfDE5D9736ea1b3e40ccd6e0F5449a15a59A5ba,9371,completed,2024-04-20 00:04:05,,2024-04-20 00:04:58,ceb4c339f8,
2vcu2l2hdpzmm7mzav2vcu2nx5xh128j,0x1bE9504356cfbC83727d479861191E9F7bE824A1,17800,completed,2024-04-19 23:51:54,,2024-04-19 23:52:05,ceb4c339f8,
0a679em6pn96efmzsu50a679e6io3ejl,0x023085e6979B7A08caA341DeEcF29484684f9109,17800,completed,2024-04-19 23:49:54,,2024-04-19 23:50:55,ceb4c339f8,
c3bua715lpwlia1f21c3bua7154kf711,0xCE6135847f9A281157e4D211Fde48BEea731feA1,17800,completed,2024-04-19 23:48:34,,2024-04-19 23:49:01,ceb4c339f8,
shgo8iof70ohy33iqashgo8i89oo5a7j,0x8396E7904F447C1745068FE52051E41d04f9d1eF,21261,completed,2024-04-19 23:42:59,,2024-04-19 23:43:28,ceb4c339f8,
10pthkthyxsmr93hed8510pthgia4fax,0x04Be76987a78222B513924CbbED639Dbe2914774,21261,completed,2024-04-19 23:41:35,,2024-04-19 23:42:00,ceb4c339f8,
j7uiuo45eyw9pif3mezj7uify0gkovr4,0xAA45dfFCEd3E4D3C0170CB1a03A44Edc17ebcA49,21261,completed,2024-04-19 23:40:16,,2024-04-19 23:41:05,ceb4c339f8,
ivaprjmm5pfx031biltivapra6ggsdzd,0x0bBd998E2a7F409Cd54ea16FA1cD880E0c45656c,17186,completed,2024-04-19 22:52:04,,2024-04-19 22:52:17,ceb4c339f8,
81rvt5o9g1txnq04dje81rvt52cmugwp,0x5C46552990b6DfDBFcF8ea61Ab0d12202b84B520,17186,completed,2024-04-19 22:51:09,,2024-04-19 22:51:32,ceb4c339f8,
cy0dtn7am9ioopmvtgsjcy0dtk4xvcl8,0x39Cb5f9cE06948a715538cD755e1c9005e9a02Cf,17186,completed,2024-04-19 22:49:49,,2024-04-19 22:50:20,ceb4c339f8,
ubjlbi9yi9zhnubjlbfl3lkdsqf8koq7,0xC1F587f72F5BbD96b3b307f4AF940075D0cFF6f1,4144,completed,2024-04-19 22:45:48,,2024-04-19 22:46:06,ceb4c339f8,
0ky93yd43qddglldylp0ky93ydlrycp9,0x0666D13a29015cCEbf650271F48421c183cF029a,4144,completed,2024-04-19 22:43:46,,2024-04-19 22:44:00,ceb4c339f8,
xq221itk6k3ty1jc328g6xq22771v41k,0x01017Ad3aa64924712c42F60642FA4cc3D16b72B,4144,completed,2024-04-19 22:42:38,,2024-04-19 22:43:06,ceb4c339f8,
1hz6jb6rboosbcsndsl71hz6jblc3mad,0x6255732758d5f5E20B4a9018b9022F39559662bA,12628,completed,2024-04-19 22:40:22,,2024-04-19 22:41:01,ceb4c339f8,
iot5569p9ag8iot4tu1hh9vv58lrn9kf,0x33B5f091d1f91289c80fCFD382A1FfC500934212,12628,completed,2024-04-19 22:38:56,,2024-04-19 22:39:26,ceb4c339f8,
zr8xh31gut18x5hzhb4w0zr8xh372wm7,0xC25Ca005e83abd0645AD2a73C9d438E9cfB7c5D7,12628,completed,2024-04-19 22:37:27,,2024-04-19 22:38:13,ceb4c339f8,
bk96ulfmqe30raf7eio4bk96ulfmheof,0xD88853dAA77730E6a16b6ACdED79fE972F13eAe2,5583,completed,2024-04-19 22:31:57,,2024-04-19 22:32:34,ceb4c339f8,
5qd4b1snhmf3r8ze2gbysy5qd4b1h5qa,0x45A270E0C40E9Bd59C8a7786f87ea2C2DdAf2d2C,5583,completed,2024-04-19 22:30:31,,2024-04-19 22:31:16,ceb4c339f8,
l41l9c8qf3i9gpggl41l91irrex9c9o4,0x4eDb4161D16c89b71Aec027930a943c3d4cf0777,5583,completed,2024-04-19 22:27:54,,2024-04-19 22:29:14,ceb4c339f8,
mtt4fcbaqo7cdmtkc834lh46qqtikc83,0xbeDB7059937d6e9562B68a8b40fb3012d4B1e0a0,13124,completed,2024-04-19 21:09:43,,2024-04-19 21:12:55,0f34de006f,
pd9tbosbewsjpj6pd9tbp2ipwxr9g6p2,0x579361d2636152df34DB1d6dFD343f5037dDC71D,22566,completed,2024-04-19 11:03:12,,2024-04-19 11:04:25,e87e8e1b88,
aai9lviamj0m0s28aain8fyrlrtwu7n7,0xe5F6Dbc39334f3E79C149efB8C8c9c8dEc474aF1,8612,completed,2024-04-19 05:32:25,,2024-04-19 05:33:55,bdb4e6454b,
bs3914ws989351cugqsbs3fp7gkztuoe,0xE1bCD0f5c6c855ee3452B38E16FeD0b7Cb0CC507,7304,completed,2024-04-18 15:09:35,,2024-04-18 15:11:25,81926691bb,
bh43nyv1o4qt2vwj8vn6u6bh43nyv18x,0x7D20E3aE9A4198c2CfC0E2d1D0Bb81cBc41ab0A0,5540,completed,2024-04-18 13:07:52,,2024-04-18 13:09:56,03cfcf509c,
yq84ztpj26enl4wzxiryq84ztpk3y32o,0x6157730C4F8e2092f601460B836530E3252B3120,9561,completed,2024-04-18 12:00:36,,2024-04-18 12:14:15,ad9e857a12,
jxjlecl4kl2y2vabapksjxjle72uf2s7,0xaa521710653cdab5e9ce755e26c1ad73f8bcf14e,18650,completed,2024-04-18 11:06:58,,2024-04-18 11:07:38,62a3d555f8,
ckoyaiyyhogqqawtjckdpwbqnfuq7sbx,0xa98E714577AD2B41efBCb5f79C3Cd663bC806905,18111,completed,2024-04-18 09:02:06,,2024-04-18 09:03:51,45a526ba86,
47pl2avkudo4134a1qdo847pl2avkrpv,0x7D9fb540504D8F277099472b89113485F712c546,#7863,completed,2024-04-18 07:30:40,,2024-04-18 07:34:16,89f8f5b2c2,
ih02fjv6ft7bhhyk9dlih02fa8kd8mb9,0x75bbECBC4fA323d304E41Dd383f1F1878288DB00,5000,completed,2024-04-18 06:05:52,,2024-04-18 06:06:43,16f260a78e,
k3istrbwn27yx6f9sb5ewk3istrqf3b5,0x63a057a321bafdd643b9137deb85aec7ae5ba284,5369,completed,2024-04-18 05:47:25,,2024-04-18 05:47:35,621f9218cc,
samvzvo9te14lhsamqw5bgy687qjp5jf,0x79D87C8BEf0f0620d773983a6bE6DdCa784ca8a9,23455,completed,2024-04-18 05:44:35,,2024-04-18 05:45:53,7c79bb1214,
vket6pzeqs9dvkei9vhxl24j7qs7fc77,0xe1690f5153aD0BBc683964aA81645C49b3cF6567,5369,completed,2024-04-18 05:41:44,,2024-04-18 05:41:55,621f9218cc,
a5utw3h574fh2c5ua4a5utwxhv3sugg2,0x9730299b10A30bDbAF81815c99b4657c685314AB,5369,completed,2024-04-18 05:40:51,,2024-04-18 05:41:13,621f9218cc,
